id,productDisplayName,articleType,baseColour,season,material,location,image_path,demand,inventory,competitor_prices,competitor_price_mean,customer_segment,clicks,search_volume,ratings,reviews_count,discount_percentage,freight_price,lag_price,product_name_length,product_description_length,product_photos_qty,product_weight_g,volume,holiday,weekday,weekend,month,year,optimal_price
44966,Maxima Men Gold Dial Watch,Free Gifts,Gold,Winter,Polyester,EU,images/44966.jpg,0.04918032786885246,0.049617346939999994,"[139.99, 139.99, 139.99]",139.99,1.0,0.05014708173465801,0.05090583244533995,4.2,0.9357429718875501,0.07,48.10833333,159.99,0.82,0.6297405189620758,0.0,0.6683937823834196,0.22931206380857427,1.0,21.0,10.0,7.0,2017.0,517.84
25785,Arrow Men Blue Suspenders,Suspenders,Blue,Summer,Leather,US,images/25785.jpg,0.09016393442622951,0.14944444440000001,"[19.99, 19.99, 64.99]",34.99,0.0,0.05604678930152349,0.05661606915547685,4.3,0.9437751004016064,0.36,11.75090909,19.94,0.6,0.19128409846972722,0.0,0.0,0.1202642073778664,2.0,20.0,8.0,2.0,2017.0,253.45
40753,Roxy Women White Flip Flops,Flip Flops,White,Winter,Leather,US,images/40753.jpg,0.04918032786885246,0.06666666667,"[105.648625, 105.0, 150.1333333]",120.26065276666667,1.0,0.525073540867329,0.5253713030642618,3.7,0.8022088353413654,0.29,18.16833333,307.8333333,0.56,0.16666666666666666,0.42857142857142855,0.027253886010362695,0.07483798604187437,1.0,21.0,9.0,4.0,2018.0,608.59
17413,Lotto Men Millennia Black Sports Shoe,Sports Shoes,Black,Fall,Denim,US,images/17413.jpg,0.04918032786885246,0.08219178082,"[99.99, 99.99, 29.5]",76.49333333333333,1.0,0.029498105250628837,0.02986550441397668,4.3,0.8694779116465864,0.07,17.78166667,99.99,0.7200000000000001,0.33100465735196277,0.0,0.4533678756476684,0.9999999999999998,1.0,21.0,9.0,9.0,2017.0,329.4
55385,Revlon Tuscan Sun Nail Polish 314,Nail Polish,Red,Spring,Leather,US,images/55385.jpg,0.20491803278688525,0.16129032259999998,"[53.9, 53.9, 53.9]",53.9,1.0,0.34218260629449926,0.3424265383237609,4.0,0.4518072289156626,0.14,19.2648,51.025,0.7999999999999999,0.11310711909514305,0.14285714285714285,0.14507772020725387,0.5969591226321036,1.0,22.0,9.0,3.0,2018.0,320.2
15050,Franco Leone Men Black Formal Shoe,Formal Shoes,Black,Summer,Polyester,Asia,images/15050.jpg,0.10655737704918034,0.05777777778,"[19.99, 19.99, 64.99]",34.99,1.0,0.06784620443525445,0.06880779589433303,4.3,0.6646586345381525,0.48,18.03846154,19.99,0.6,0.19128409846972722,0.0,0.0,0.1202642073778664,2.0,20.0,10.0,4.0,2017.0,295.31
41401,Wrangler Women White Smocked Top,Tops,White,Summer,Wool,EU,images/41401.jpg,0.00819672131147541,0.041666666670000005,"[49.9, 49.9, 49.9]",49.9,1.0,0.4041295357465868,0.4042087884998131,4.3,0.6064257028112451,0.45,35.86,49.9,0.82,0.1134397870924817,0.14285714285714285,0.18134715025906736,0.9945164506480557,2.0,23.0,8.0,1.0,2018.0,316.49
56686,Fabindia Red Mull Printed Saree,Sarees,Maroon,Fall,Denim,EU,images/56686.jpg,0.13114754098360656,0.09134440538,"[23.99, 83.74, 58.99]",55.57333333333333,1.0,0.49852485681643444,0.498695124226869,4.1,0.9578313253012049,0.01,11.876875,89.99,0.82,0.16367265469061876,0.2857142857142857,0.015544041450777204,0.1034396809571286,1.0,22.0,9.0,3.0,2018.0,488.77
41940,iPanema Women Black Flip Flops,Flip Flops,Black,Winter,Denim,US,images/41940.jpg,0.02459016393442623,0.09123015873,"[23.99, 79.99, 58.99]",54.32333333333333,1.0,0.333333044944201,0.33349126822494446,4.3,0.20481927710843376,0.14,18.81,23.99,0.6,0.19128409846972722,0.0,0.0,0.1202642073778664,1.0,22.0,9.0,7.0,2018.0,252.68
45400,Rocia Women Maroon Sandals,Flats,Maroon,Winter,Denim,EU,images/45400.jpg,0.05737704918032787,0.09261728694,"[23.99, 82.82142857, 58.99]",55.26714285666666,0.0,0.37463099791225934,0.37476570725315644,4.1,0.18574297188755012,0.14,12.41857143,79.99,0.82,0.16367265469061876,0.2857142857142857,0.015544041450777204,0.1034396809571286,1.0,23.0,8.0,8.0,2018.0,370.98
